domain,label,class
burgosnoticias.com,normal.alexa,0
traderwebstore.com,normal.alexa,0
jbciuaftljl.org,,1
safehealthkare.com,normal.alexa,0
recitoners.com,normal.alexa,0
1t17u2g1l28uxk6e9lb0zaokzv.com,,1
forpsi.hu,normal.alexa,0
investorswatchblog.us,normal.alexa,0
fotbyao.com,,1
apps-world.net,normal.alexa,0
benashaari.com,normal.alexa,0
swkfdtswgpfbcanjypuonfjskxae.ru,,1
lhktrmvxytlbtjz.net,,1
7xsvqb54a8561dajmp1.ddns.net,,1
discuzmy.com,normal.alexa,0
tintingdirect.com.au,normal.alexa,0
edotrntexplore.net,,1
keluarmasuk.net,normal.alexa,0
behe.com,normal.alexa,0
kkvfvinskycattederifg.com,,1
arcdeux.com,normal.alexa,0
h8b6ffbaa5ae89f76b118fbffd9d591dd6.so,,1
crescereindigitale.it,normal.alexa,0
lstvu.net.cn,normal.alexa,0
epgsounvrrmt.biz,,1
ns1.dnsfor17.info,,1
hfmexvkyufvguy.biz,dga.cryptolocker,1
zjkfunt.biz,,1
nsrpqxxiwpjloiwkxrw.mx,,1
bunchconsultdealresolveparent.com,dga.matsnu,1
bzmwcwomqw.biz,,1
11hzmbr1b3a2l3qmlsdtgonygy.com,,1
wanadoo.es,normal.alexa,0
mpewboregnrww.com,,1
watsonanalytics.com,normal.alexa,0
ensight-cdn.com,normal.alexa,0
wdsgpof0tp4drjvg8n1n2ty6g.biz,,1
kojspkbiklc.org,,1
guilford.edu,normal.alexa,0
beigajup.ru,,1
mmrpkfjxydysbjnga.com,,1
dongabiz.com,normal.alexa,0
1j86ms5j6j6ds1ea7ef5re2qs9.org,,1
xfbomachuslazaroqok.com,,1
gtllimited.com,normal.alexa,0
j1bhpcl5wax.net,,1
vdeclqgigk.info,,1
100nio91ra2kuteap7eh1o1qk69.net,,1
iuwwcccqiiiqioom.org,,1
bnmeqdqokkcfyvuavpt.com,,1
a18ec3883a92577d2dfa21b62ecc602afe.hk,,1
ecqvqfgbpjrfeuhp.eu,,1
bildungsplaene-bw.de,normal.alexa,0
meilizhuo.com,normal.alexa,0
dpjeomcvufuyilrmr.org,,1
runclassifieds.com,normal.alexa,0
ivyxmxxe.net,,1
faspeed.com,normal.alexa,0
olev.de,normal.alexa,0
superinf.ru,normal.alexa,0
rx4ku2qwui71abs05a1rjfsss.org,,1
ghiq3z42mz26yhnyw15kavwp.net,,1
outerbanksrentals.com,normal.alexa,0
3kvhh85a725y4umaxx.com,,1
interakuhni.ru,normal.alexa,0
8fa34173d9cd2a25940dab840e67041a.org,,1
zvilqobvidjemcpc4.com,,1
atauni.edu.tr,normal.alexa,0
xtsoqnbi.su,dga.locky,1
doaqrvgbexhvsgdv.eu,,1
5cb50480374dbf72d5ef8dd325917346.co.cc,,1
ecgtnwvxigkjol.com,,1
haldiramlimited.com,normal.alexa,0
ttgjp.ws,,1
kdiwgzzjil.biz,,1
roozpayam.com,normal.alexa,0
herbalife.co.in,normal.alexa,0
journaldunet.com,normal.alexa,0
jobsalerts.in,normal.alexa,0
network-marketing-online-business.de,normal.alexa,0
banhomuq.ru,dga.pushdo,1
lqfqpnywfjuhpne.org,,1
hohai.com,normal.alexa,0
policeone.com,normal.alexa,0
idudtim2blmm5fm9.com,,1
mcnaleackfebkcbc.online,,1
tfptbxmx.info,,1
hurcnipijwqi.info,,1
bbeacncffbfkdnad.co.uk,,1
pethardware.com,normal.alexa,0
live-online.pl,normal.alexa,0
ccipu.org,normal.alexa,0
p509cbb6d64910630162a57c5435d3ed02.ws,,1
jattsms.com,normal.alexa,0
srsa.gov.za,normal.alexa,0
hog-grabatz.de,normal.alexa,0
pacificstereo.com,normal.alexa,0
kxkkuymbf.info,,1
supermuzlo.com,normal.alexa,0
toulouse.aeroport.fr,normal.alexa,0
frklryk.info,,1
tuxcpmfa.top,,1
martsblazer.com,,1
inventorycreation.com,normal.bambenek,0
appbot.co,normal.alexa,0
gswater.com,normal.alexa,0
knujph.net,,1
55126.cn,normal.alexa,0
bnpparibas.es,normal.alexa,0
vjkuhj.info,,1
aapfadd.ws,,1
ultimatefinanceblog.com,normal.alexa,0
in001vlbi4x91hd6l6l3yobza.org,,1
lksbbbuyxyxb.com,dga.tinba,1
geiciboz.ru,,1
apnatriangle.com,normal.alexa,0
babylotta-shop.de,normal.alexa,0
gmbrqdhwbgdlqwt.org,,1
afekfbdacebaddlm.online,,1
diwali2015x.in,normal.alexa,0
uzdirbtipinigus.com,normal.alexa,0
pornwo.com,normal.alexa,0
nvwvtne.info,,1
clubedetran.com.br,normal.alexa,0
yearwiz.com,normal.alexa,0
loreredotntepx.net,,1
bachelor-studium.net,normal.alexa,0
mabovit.info,dga.simda,1
du70h2jc1qns.com,,1
herseyibilenadam.net,normal.alexa,0
hidiykorldge.biz,,1
nwxyxwb.top,,1
mh7co1rjetdz2s8216es0tp3.org,,1
ratemyarea.com,normal.alexa,0
osgglscyp.com,,1
ns1.backdates4.org,,1
eeecuosseqwi.org,,1
ikmpvbtvjebtlvium.com,,1
quikparkgarages.com,normal.alexa,0
electricfireplacesdirect.com,normal.alexa,0
kf1b6a16fa25f455a5d8b71976684c49f0.to,,1
oomxzlhazpiz.com,,1
doyogawithme.com,normal.alexa,0
flotering.ru,normal.alexa,0
xkbgqujnb.org,,1
aeljrsensinaix.com,,1
imax.com.au,normal.alexa,0
soowomagvexe.ddns.net,,1
dustin.se,normal.alexa,0
forex-formation.com,normal.alexa,0
jadwal21.com,normal.alexa,0
ynibtsvommdfjmrnyo.com,,1
nyinaymin.org,normal.alexa,0
1ei28gtei8isvxrphlg1t3yt5q.org,,1
ilentheme.com,normal.alexa,0
markazipl.ir,normal.alexa,0
1a0fwe010busd81pl6yy1dss0u2.biz,,1
8wlvx7x41ohyb4n4mj.cn,dga.rovnix,1
lhhbcfpakfh.biz,,1
rjpfxwsylhqlvhqq.com,,1
rentalpropertyreporter.com,normal.alexa,0
raovatxe.net,normal.alexa,0
go7seas-kreuzfahrten.de,normal.alexa,0
whispersintheloggia.blogspot.com,normal.alexa,0
vipsiba.in,normal.alexa,0
enviciate.com,normal.alexa,0
designmag.it,normal.alexa,0
pupogev.info,,1
koronowo.pl,normal.alexa,0
artv.ca,normal.alexa,0
skqecmiq.biz,,1
bxuxsxoaceofob.ga,,1
straightpornstuds.com,normal.alexa,0
jzjwvhiea.com,,1
anticipeo.eu,normal.alexa,0
19ztxia1k9yyoomyiepq1hnv2g2.org,,1
oysu4acqcekm.net,,1
npxtwioiemprfzsyx.com,,1
jr-chikan.com,normal.alexa,0
jetsetjustine.com,normal.alexa,0
rfmtsccw.com,,1
sfnrlvampoa.info,,1
nk-up.info,normal.alexa,0
mfwplul.pl,,1
teamwork.com,normal.alexa,0
theglobalnews24.com,normal.alexa,0
dexkpanhc.com,,1
nlfbxhz.info,,1
wnjcfybkvb.info,,1
ns1.dnsfor12.info,,1
m3arij.com,normal.alexa,0
ceonuxfl.com,,1
badgerbadgerbadger.com,normal.alexa,0
ewcsd.com,,1
zyaguti.com,normal.alexa,0
afcvuvgro.org,,1
p92qcung1mcf1wqf62a68hevb.net,,1
ockyccaocueuscke.org,,1
datacite.org,normal.alexa,0
ifinmbcfij.com,,1
ndxcmtisfy.com,,1
czcdujuj.ru,,1
11bsbhy1lgogxu1wqgxnkggzuh9.com,,1
swivelsecure.com,normal.alexa,0
bcx6rc1qf4xq.org,,1
agospap.fr,normal.alexa,0
12ke4h61xm0l6j119jcz01dchy6h.com,,1
shengtaifang.net,normal.alexa,0
dailyleap.com,normal.alexa,0
kgvigyfvfqdaoeci.eu,,1
speshun.ru,normal.alexa,0
banygrjzjpeo.com,,1
servisi.com.tr,normal.alexa,0
freeteens-tube.com,normal.alexa,0
gaelicsportsnutrition.ie,normal.alexa,0
ksalykmu.info,,1
babcdn.com,normal.bambenek,0
ckfmcueoya.biz,,1
hrd-services.de,normal.alexa,0
mypharma.com,normal.alexa,0
roomtalk.net,,1
flexiprint.in,normal.alexa,0
jqkuktxusxnjlor.biz,dga.cryptolocker,1
1phpjjkqjdxv91a0frv1sm381w.biz,,1
radikale.ru,normal.alexa,0
tkdelhungtdo.ru,,1
ybyzthnfln.com,,1
qctnufzkd.info,,1
tqjwnoncnc.top,,1
inboundmarketingagents.com,normal.alexa,0
krasland.ru,normal.alexa,0
asher.edu,normal.alexa,0
0c2f8c988972be7708fb92b95d552401.cz.cc,,1
rf-cheats.ru,normal.alexa,0
unionokna.ru,normal.alexa,0
zoomreports.com,normal.alexa,0
mcowpbjjcmsicl.com,,1
xtlvoxvjsbdikfy.net,dga.cryptolocker,1
jadal.cz,normal.alexa,0
ixypivohab.org,,1
ccinztcibj.com,,1
47ai.info,normal.alexa,0
jaleco.com,normal.alexa,0
humiliationpov.com,normal.alexa,0
patchi.com,normal.alexa,0
artribune.com,normal.alexa,0
ygdthmj.info,,1
duodfnvhcfmiciiundq.com,,1
newswithviews.com,normal.alexa,0
best-serials.tv,normal.alexa,0
leahremini.com,normal.alexa,0
ergetadobeflasyhpla.co.uk,,1
fogihrtrklw.com,,1
hanashi.jp,normal.alexa,0
ezfllrfh.dynserv.com,,1
britishv8.org,normal.alexa,0
naritasan.or.jp,normal.alexa,0
filipinotimes.ae,normal.alexa,0
beeslighting.com,normal.alexa,0
promax.com,normal.alexa,0
streamze.net,normal.alexa,0
oxyshop.cz,normal.alexa,0
ekdqsemitismgavenuteq.com,,1
obyjqbmlmbw.top,,1
iipwdrmmpqslyds.pw,,1
ohazd.cn,,1
tdjdurcamweurk.com,,1
holyclock.com,normal.alexa,0
codebusters.pl,normal.alexa,0
tailleurauto.com,normal.alexa,0
bioetbienetre.fr,normal.alexa,0
e37lo5mnzico1vcgfwnmyfegc.com,dga.post,1
jerrysupdates.com,normal.alexa,0
bimajo.jp,normal.alexa,0
kosolapovblog.ru,normal.alexa,0
1kn7h2v1qb5amdzkvyk31lxxem8.net,,1
t1rcm1hgk3.com,,1
ykahhkd.info,dga.conficker,1
ndxayx.biz,dga.conficker,1
ajrmemjshushrcsv.eu,,1
npmwwqstizlxlxp.info,,1
okenhqzgxngnkbwouvfm.com,,1
zenga-mambu.com,normal.alexa,0
wouldalthough.net,,1
cefmlvnnowmev.org,,1
dyyghchfxplfiz.org,,1
onepay.vn,normal.alexa,0
80p.cn,normal.alexa,0
wwuowoemmmkiuicy.org,,1
ainjfmzlxovskzdjnbyuclzhofhuln.org,,1
bzwhpahutoxeyqofrtz.org,,1
uwiap35dimp3dps4ey.net,,1
peopic.com,normal.alexa,0
skyline.com,normal.alexa,0
btpsnkbbmldd.com,dga.tinba,1
grandel.de,normal.alexa,0
aileroi-louviers.fr,normal.alexa,0
collinstreet.com,normal.alexa,0
unuribopnokusuo.ddns.net,,1
hadavi.info,normal.alexa,0
mvzcxjuljwfgkxxpwaa.net,,1
magnetic.com,normal.alexa,0
sqckhaalebvsuqbvv.net,,1
astrobites.org,normal.alexa,0
ionowcwnxwhkx.ru,,1
cambridgeaudio.com,normal.alexa,0
g1e5d4890c39e223dd28f5486a6613817a.hk,,1
xdobfbwmc.biz,,1
answertaker.com,normal.alexa,0
mediaevent.de,normal.alexa,0
lsm1og1718gpc1wi2h4g11f98cs.org,,1
shrinkabulls.com,normal.alexa,0
ewqfl8al8xewnzrvvp.biz,,1
bahasaindonesiayh.blogspot.co.id,normal.alexa,0
ghiz1b1pskqxz135i25vzdn8b1.biz,,1
nras.org.uk,normal.alexa,0
qthmisohjupqtiy.biz,dga.murofet,1
cgtuvpcgggzuyewb.com,,1
fbmbfabnccccabfm.org,dga.padcrypt,1
thomaskeller.com,normal.alexa,0
ptpk.gov.my,normal.alexa,0
ergeytadobeflashpla.co.uk,,1
efagrefkj.net,,1
stkrgbyxefstgbunkdilana.ddns.net,,1
okqqbtuqqkdlwwoqvxg.com,dga.qakbot,1
sectahentai.org,normal.alexa,0
athos.ca,normal.alexa,0
kxkpbwljwpovejhaitbulr.com,,1
qusshqwlvilkj.net,,1
1fpnm48urw7m6pdax7fbpx53i.com,,1
jrineidhulsivlkjtlfgq.com,,1
businessblueprint.com.au,normal.alexa,0
binaryprofit.co,normal.alexa,0
runet.xyz,normal.alexa,0
viva-telecom.org,normal.alexa,0
xdyapgucd.info,,1
vntskjodtwhptqkf.com,,1
tgwgmiilusicp.com,,1
dollar.by,normal.alexa,0
gezimanya.com,normal.alexa,0
ogyqkoskmgiaosss.org,,1
ilovepair.com,normal.alexa,0
danangz.com,normal.alexa,0
voltra.ru,normal.alexa,0
topiiywwerwyjcf.ru,,1
puertocoruna.com,normal.alexa,0
ohcrcpkl.ru,,1
centurion-hotel.com,normal.alexa,0
yggdmatnflecavwl.eu,,1
5gileaxiej5zncyg.org,,1
bilenizcl.top,,1
hiapphere.com,normal.alexa,0
birthdaycakewithwishes.com,normal.alexa,0
propper.com,normal.alexa,0
iqiiqsuoecqsygwu.org,,1
dropfile.to,normal.alexa,0
funnelback.co.uk,normal.alexa,0
worldofsports.com.sg,normal.alexa,0
mcegsywmyigeywag.org,,1
sjcpls.org,normal.alexa,0
twenga.it,normal.alexa,0
extremelatexsex.com,normal.alexa,0
x3x.xxx,normal.alexa,0
740629175c269793c65f00a7685012af.cz.cc,,1
redball.com,normal.alexa,0
ddbbcofjyhvf.com,,1
itisporno.com,normal.alexa,0
garrahan.gov.ar,normal.alexa,0
nsfdhtyvkdaecdro.com,,1
shopyourway.com,normal.alexa,0
eqlcyiuivt.net,,1
yrtrnqsnphergo.org,dga.murofet,1
uahoby.com,,1
alixon.ch,normal.alexa,0
sumip.ru,normal.alexa,0
gohrlw.net,,1
scaramuzzamodo.it,normal.alexa,0
tedbritt.com,normal.alexa,0
norugoc.info,,1
1ay2qa3ae90g2hky3ik1chwk7y.net,,1
hacukyw.info,,1
ronddwifxgmhjlnch.com,,1
269fe03497fe16f385580485843c653f.org,,1
vridxkjvps.biz,,1
qjwmr5zrwlk.net,,1
esmartdeals.in,normal.alexa,0
tellurideskiresort.com,normal.alexa,0
gigadrinks.com,normal.alexa,0
gcgcpvoiozptyiyqvyjc.net,dga.qakbot,1
trendsatis.com,normal.alexa,0
ishelters.com,normal.alexa,0
trippiece.com,normal.alexa,0
namyoafox.com,,1
rfqwleasuredehydratorysagp.com,dga.banjori,1
alekino.tv,normal.alexa,0
poqvgjgvmjuvbhfpn.org,,1
db-city.com,normal.alexa,0
fbithtavcvcfyvbmpsh.com,,1
nanguo.cn,normal.alexa,0
cyavuwebo.kz,,1
riddenescape.net,,1
siz.ch,normal.alexa,0
7bib66zs1lkvpn1yr4.com,,1
jeannettestephenson.net,,1
ogemiooywiqkcuiy.org,,1
monthdealdistrictawardside.com,dga.matsnu,1
nosehealthreview.info,normal.alexa,0
demodirectory.com,normal.alexa,0
tsqwjt.com,,1
jkfe0c0mr3rwt58a.ddns.net,,1
contesttowerwingriskchampion.com,,1
clarke-clarke.co.uk,normal.alexa,0
edusp.com.br,normal.alexa,0
vvirkkk.com,,1
radionestandart.ru,normal.alexa,0
eduxqbfvwseb.ru,,1
hst.cz,normal.alexa,0
kdehcrrj.com,,1
8ushcb1mvmgktbqt7gn1f1ivuc.com,,1
menswearstyle.co.uk,normal.alexa,0
ue6fe8u47ja4ykugvt.net,,1
gdfire.gov.cn,normal.alexa,0
pyaxxc.info,,1
asktur.com,normal.alexa,0
directferries.it,normal.alexa,0
dngkd42xyvq.com,,1
windowlackinterestchipanticipate.com,,1
discussdesk.com,normal.alexa,0
dailyblogprofits.com,normal.alexa,0
1o7804vp9otui1ffxxkq1jiaos3.com,,1
player.pl,normal.alexa,0
playping.com,normal.alexa,0
ufftwwuqgywrxj.cc,,1
saudeesabedoria.wordpress.com,normal.alexa,0
urbanspoon.com,normal.bambenek,0
aapvfwfompggfsheqli.com,,1
wuerth.de,normal.alexa,0
adifpicounbobu.ddns.net,,1
czfwkhzyjkawvy7.com,,1
preisjaeger.at,normal.alexa,0
kuvstiug.com,,1
xgeinzibhauzdibwwojrlftgge.ru,,1
tipdbnz2py3u.net,,1
1nuj3faw0pn9nuhf1qg1a4jyxn.biz,,1
1l22q6bjvj7481ukad4110kc270.org,,1
clocksoffers.com,,1
davidelicordari.com,normal.alexa,0
otuvolmnmhef.su,,1
legavolley.it,normal.alexa,0
phonera.se,normal.alexa,0
mekaworld.com,normal.alexa,0
xfwyrkxuze.com,,1
wohajiqi.ru,,1
vuiobvuygzipkih.info,,1
wdmtech.com,normal.alexa,0
variousnature.net,,1
narutoget.us,normal.alexa,0
justteenz.com,normal.alexa,0
nnbwrq.net,,1
southspanking.com,normal.alexa,0
maskaradshowdominicana.com,,1
shamprotik.com,normal.alexa,0
aaoacjauunobigh.cx,dga.necurs,1
stealtheshow.com,normal.alexa,0
okuloncesiavm.net,normal.alexa,0
dhgtnzkhark.net,,1
1xlllom1fnid4c14v7qd9i7kity.net,,1
iibs.edu.in,normal.alexa,0
vifotour.com,normal.alexa,0
lyvuvix.info,,1
vevesti.bg,normal.alexa,0
mbjpjkxckvbgfh.co.uk,,1
chileautos.cl,normal.alexa,0
ykmoplniwegyopqs.com,,1
romanceuniversity.org,normal.alexa,0
ohbrain.kr,normal.alexa,0
y9a396ezzhp1135sreudcdcao.com,,1
capitale.qc.ca,normal.alexa,0
kopi-ireng.com,normal.alexa,0
replace-your-job.com,normal.alexa,0
sicseope.ru,,1
militarycampgrounds.us,normal.alexa,0
sbmvtemfktgynjm.sh,,1
mycards.nl,normal.alexa,0
golfhandicapnetwork.com,normal.alexa,0
duqfkibyuc.info,,1
assra.com,normal.alexa,0
peopleofcolorintech.com,normal.alexa,0
cazalas.com,normal.alexa,0
1idhfioj9vpog1rqjeaf1j12dwc.org,,1
known.ru,normal.alexa,0
ofxuvlguqj.co,dga.necurs,1
hillrule.net,,1
ttutc.com,normal.alexa,0
studyfinance.com,normal.alexa,0
avto-fan.com,normal.alexa,0
pornofoto.biz,normal.alexa,0
jqara37jvf22hxivl18n10dup12ixbuo11htay.ru,,1
verbraucherzentrale.de,normal.alexa,0
tliirkhuy.com,,1
webimbo.ru,normal.alexa,0
lc9g3geodt9.com,,1
indiemade.com,normal.alexa,0
apuntescientificos.org,normal.alexa,0
q37nxqjrfndnj6ot.com,,1
galottery.com,normal.alexa,0
aymsjdmcunbtya.su,dga.ranbyus,1
kdmgkhyyjft.com,,1
jdepry.com,,1
moltytl.com,,1
money.pl,normal.alexa,0
tuttasalute.net,normal.alexa,0
womenseday.org,normal.alexa,0
kjqrfuhldrreqbux.eu,,1
imahasohiwumahv.ddns.net,,1
geatoqli.ru,dga.pushdo,1
nejebad.com,normal.alexa,0
meunegocioperfeito.com.br,normal.alexa,0
lnbsrntzgujsjtkjnpadyeur.org,,1
hubspotcentral.com,normal.alexa,0
cxsbsjdgxfebj.com,,1
quledu.com,normal.alexa,0
husbandchildhood.net,,1
beautyforyou.com.ua,normal.alexa,0
mmuubulocccs.com,dga.tinba,1
cefptv.com,,1
qhjmixxnquz.info,,1
kkvjpe.com,,1
d8dl4iamiinpxbzkv5.ru,,1
gmyyvxakgupuvhefmvw.mu,,1
esqsu4ugi4ac.net,,1
voronezh-room.ru,normal.alexa,0
gamebuilderstudio.com,normal.alexa,0
boutell.com,normal.alexa,0
rjaceoo.info,,1
prjakilpuygtifhd.eu,,1
playerwags.com,normal.alexa,0
cnuvad.com,,1
hkeqjjmpeurjnbw.com,,1
qajqwgq.info,,1
pof.com.cn,normal.alexa,0
aecczzyqfnlcsv.com,,1
1uo6sehylsf6vwqpmk.cn,,1
zpssrasildeafeninguvuc.com,,1
deguate.com,normal.alexa,0
n9hzez1or82oc160y3xuildgv.org,dga.post,1
flabfccadbacbdbn.org,,1
sosivio.gr,normal.alexa,0
onlineshoppingbuddy.com,normal.alexa,0
qpryvwtitdsv.ru,dga.tinba,1
nareshmalhotra.in,normal.alexa,0
gmag.com.tr,normal.alexa,0
diversesystem.com,normal.alexa,0
ezpqtftmtyjtuciulac.com,,1
joyjobs.com,normal.alexa,0
noqstcn.net,,1
marcellamolenaar.nl,normal.alexa,0
ispyconnect.com,normal.alexa,0
codespromotion.fr,normal.alexa,0
simmonsfirstcardservices.com,normal.alexa,0
syjazcwlbwj.info,,1
osesp.art.br,normal.alexa,0
zrswtbj.info,,1
punjabiskills.blogspot.in,normal.alexa,0
vrrsowghiz.com,,1
iuqgcoeacgwekuka.org,,1
vgrmgjl.info,,1
mdkwotiwmtya.org,,1
590325c2a453464386c1ee95691581c5.org,,1
messezimmer-essen.com,normal.alexa,0
ns1.dnsfor10.com,,1
blogspot.jp,normal.alexa,0
tomahost.com,normal.alexa,0
phcatgpusax.net,,1
2web-master.ru,normal.alexa,0
mwxulysy.com,,1
xulukyn.info,,1
totalcapital.ru,normal.alexa,0
santacruzconstructionguild.us,normal.alexa,0
xn--p8j2bhdbq15a.com,normal.alexa,0
cfpdr.eu,normal.alexa,0
upbuozfsv.ru,,1
girldesirechippoundoperate.com,dga.matsnu,1
merci.org.uk,normal.alexa,0
uxepfuuliwun.ddns.net,,1
faqrcwh.eu,,1
modellsport.gr,normal.alexa,0
lumen.com.mx,normal.alexa,0
westernunion.pt,normal.alexa,0
summitsoft.com,normal.alexa,0
mudaalbowuuw.ddns.net,,1
xtyfiz.com,,1
suqwoargjmmem.ru,dga.cryptolocker,1
layergetadopbeflash.co.uk,,1
avdamyeafuyj.info,,1
nationalbubblesoccer.com,normal.alexa,0
1hnwqden1mfj2iz44bq11xtxwt.com,,1
mduwotiwmtya.com,,1
anti-agingfirewalls.com,normal.alexa,0
tenetsompo.com.sg,normal.alexa,0
chitramala.in,normal.alexa,0
ooyyo.com,normal.alexa,0
tongse02.com,normal.alexa,0
pma.com,normal.alexa,0
scarfbusiness.com,normal.alexa,0
star-777-appli.com,normal.alexa,0
iammeanagain.tumblr.com,normal.alexa,0
qkpdxtwvypmwvl.com,,1
9ab0duno1ebc.org,,1
lookkill.net,,1
one-escort.com,normal.alexa,0
rclrpuvgrxqaatrwy.nf,,1
1euf98k1iszhhzy8ym1w12q4m17.biz,dga.post,1
seoplati.ru,normal.alexa,0
heqpodmtwxyq.com,,1
zoomaal.com,normal.alexa,0
slexy.org,normal.alexa,0
wholefoodcatalog.com,normal.alexa,0
mysqlserverteam.com,normal.alexa,0
modsforminecraft.com,normal.alexa,0
nezih.com.tr,normal.alexa,0
dochoiotosaigon.com,normal.alexa,0
linkt.org,normal.alexa,0
wkzaepictom.com,dga.banjori,1
irvbyvwxe.com,,1
kfvvfoqafdvxfrbfd.org,,1
lyxujej.info,,1
1b9bc0f55dfb691f865eec395cce75ae.cz.cc,,1
ns1.backdates19.net,,1
fyaztpmd.yi.org,,1
bensmann.no,normal.alexa,0
bxkwamentalistfanchonut.com,,1
aksjlhbvwj.com,,1
fehmhxscvkpxwlfahescrwtw.com,,1
sooremag.ir,normal.alexa,0
tnafggnpkttusp.net,,1
mcxrtohyvwbqf.xyz,,1
j3fdcee7fc48b9c16590c98327c9974733.ws,,1
range365.com,normal.alexa,0
alt-market.com,normal.alexa,0
pestpac.com,normal.alexa,0
hubeikak.ru,dga.pushdo,1
daoleilufs.tmall.com,normal.alexa,0
mobilamca.com,normal.alexa,0
autotown55.ru,normal.alexa,0
o4opbsoburhwwgx3zv.net,,1
securesite.jp,normal.alexa,0
game-ost.ru,normal.alexa,0
easyweb-permis.fr,normal.alexa,0
s7ll6115lv8xv1m2v7j713yqpor.net,,1
m34tuvklafod.com,,1
futureinusa.com,normal.alexa,0
ociigqcggogkieem.org,,1
providenceplace.com,normal.alexa,0
archcoal.com,normal.alexa,0
luke54.org,normal.alexa,0
cw3ok1ly528glnm8oi.cn,,1
loclyhktjv.cn,,1
dubip.com,normal.alexa,0
sugarblackskirtbecomesolve.com,dga.matsnu,1
bolswardsnieuwsblad.nl,normal.alexa,0
uoqwuciyoceeseic.org,,1
tkyjoaadkdhaptgvc.me,,1
wqnquucsnldd.com,,1
wiwvxhyd1w9.net,,1
moneytrax.de,normal.alexa,0
igamingpartners.com,normal.alexa,0
iptv101.com,normal.alexa,0
5rmre2mdate0ili.ddns.net,,1
historyrocket.com,normal.alexa,0
quizme.pl,normal.alexa,0
wbmttqedchjq.org,,1
travelgenio.us,normal.alexa,0
slf24.co.uk,normal.alexa,0
sideloadfiretv.com,normal.alexa,0
iampeterbaby.com,,1
bsutllosad.xyz,,1
i2rvincupttf.net,,1
pqlgpargner.top,,1
pallacanestrovareseshop.it,normal.alexa,0
rfsbgaqmlfae5.com,,1
layergetadobeflapsh.net,,1
emailserver.com,normal.alexa,0
vpbmswovwgcayc.pw,,1
vvjiqgiadvuhawmgu.net,,1
benlomandconnect.com,normal.alexa,0
19up3edyc2t4qurh40x1hofpl7.net,,1
hanumexneefknu.tw,,1
lysytyn.com,,1
wceaddptrg.nf,,1
newscrisisdaily.xyz,normal.alexa,0
primamail.net,normal.alexa,0
hcv.ru,normal.alexa,0
androidbux.ru,normal.alexa,0
td8fnqpyxd2e7262.net,,1
gsqbbnuoput1k.com,,1
1uysg7fln3a1q19udf291kg3s34.biz,,1
bhuz.com,normal.alexa,0
pokeritaliaweb.org,normal.alexa,0
shpalayergetadobefl.co.uk,,1
ohehqadegioc.ddns.net,,1
merck-animal-health-usa.com,normal.alexa,0
koshervitamins.com,normal.alexa,0
weteveucmoudusb.ddns.net,,1
xhzrererwyatanb.com,dga.banjori,1
4prodjxndtcl8madbf.com,,1
mdk.to,normal.alexa,0
stoffkontor.eu,normal.alexa,0
ns1.backdates9.org,,1
12ad9l315whd9s186tk2uaxbqdf.com,,1
ymshgmiq.net,,1
wovila.com,normal.alexa,0
k0gmv4bpojwaxja2bjwfwgvw.org,,1
blacklackmovewouldtelloption.com,,1
utro.ru,normal.alexa,0
inmotionflowers.co.za,normal.alexa,0
doorentrydirect.com,normal.alexa,0
qwihiddkcmolrubw.pw,,1
odgx3dkfc6ohwfkj12wxcxa.ddns.net,,1
tgliamz.ru,normal.alexa,0
kakecdlaobabldab.com,,1
3r12gnepunaju4ipobexy85.ddns.net,,1
ulbefrt.eu,,1
lashplayergetadobfe.co.uk,,1
nearthecoast.com,normal.alexa,0
2dl7jc1w7wrbi1k7ifaqu06qow.com,dga.post,1
bookmarkgeneral.asia,normal.alexa,0
186q6rtsg17hv3v9ym5pbmla9.com,,1
samsebewebmaster.ru,normal.alexa,0
luxtorrents.com,normal.alexa,0
gulfshoreslife.com,normal.alexa,0
bltjakvobjsiooyc.eu,,1
aladdinthemusical.com,normal.alexa,0
aami.com.au,normal.alexa,0
msaqxyk.eu,,1
eddgfvkronvf.com,,1
findmypast.com.au,normal.alexa,0
mrkrrmsogajlphleb.net,,1
jvfmnsrzypy.net,,1
1m0z4goxx3pt21qr72qc1mbuba7.com,,1
odevmarketi.com,normal.alexa,0
urxjssd.cc,,1
vwcbpqx.org,,1
happycp.com,normal.alexa,0
glenesmpudflgsmr.com,,1
jobs.com,normal.alexa,0
cbeqokdrxgcktowtm.com,,1
prestademo.ru,normal.alexa,0
nwetc.org,normal.alexa,0
dy6shzd5hifntkso.ru,,1
openfabrics.org,normal.alexa,0
vbjujibtzl.com,,1
seitirnu.ru,,1
1m0sghx1r8ua94ioj8661v856l9.org,,1
roxxiebubbles.com,normal.alexa,0
metroscubicos.com.mx,normal.alexa,0
panasonic.co.jp,normal.alexa,0
wpandyou.ru,normal.alexa,0
love-z.ru,normal.alexa,0
idiva.gr,normal.alexa,0
manyland.com,normal.alexa,0
11fbpkj5ye61pa29yrr1g4dqis.biz,,1
dkxcvqnqr.ru,,1
bvhitui.info,,1
terrahosting.gr,normal.alexa,0
prize.com,normal.alexa,0
reredotntexplo.info,,1
lm.gov.cn,normal.alexa,0
tanagra.lt,normal.alexa,0
jacars.net,normal.alexa,0
